"","pred","se"
"1",2.75448299070308,0.0161202717248832
"2",2.75312725672374,0.0186646778185609
"3",2.8280856159229,0.0209016084466552
"4",2.8796072621244,0.022921262470551
"5",2.93311647002593,0.0247768301207094
"6",2.91302239452676,0.0265027988789313
"7",2.97355107612029,0.0281230401273346
"8",2.97294842069494,0.0296548886963052
"9",2.84809274552838,0.0311114040373755
"10",2.79773627606652,0.0325027152521661
"11",2.75862928593096,0.0338368665267626
"12",2.82607444686406,0.0351203726337935
"13",2.7972475484036,0.0386065526984958
"14",2.79560737566759,0.0408247132740055
"15",2.86834182514707,0.0429284115306841
"16",2.92309819482406,0.0449337269675105
"17",2.97612958901747,0.046853293607107
"18",2.95537525443413,0.0486972527405475
"19",3.01653380762816,0.0504738915392873
"20",3.01481880968523,0.0521900855504444
"21",2.89021562572083,0.0538516140185758
"22",2.84073271695173,0.0554633900428798
"23",2.80066372150808,0.0570296321020183
"24",2.86807038759407,0.0585539942304068
"25",2.8393524004658,0.06216560557725
"26",2.83770739709748,0.0646398712583483
"27",2.91039772376666,0.0670228572638129
"28",2.96519799370348,0.0693239773477766
"29",3.01820958744308,0.0715511304929882
"30",2.99747069249309,0.0737110216611748
"31",3.05862230125764,0.0758094001680777
"32",3.05688739338123,0.0778512401529564
"33",2.93229077553644,0.0798408794594775
"34",2.88281904558215,0.081782128074368
"35",2.84272733900448,0.0836783539027975
"36",2.91012628191049,0.0855325514140164
