"","seasonal","trend","remainder"
"1",-25.4977183397736,127.187348437257,10.3103699025161
"2",-35.2209348015702,126.649531986286,26.5714028152841
"3",-3.02747801177543,126.111715535315,8.91576247646078
"4",-8.29905418525078,126.198931785072,11.1001224001792
"5",-5.73728881319017,126.286148034828,0.451140778361719
"6",32.3366341296942,126.733023088781,-24.0696572184753
"7",70.243881537013,127.179898142734,-49.4237796797467
"8",68.0494327275685,127.416216448501,-47.4656491760699
"9",17.4383260373817,127.652534754269,-9.09086079165087
"10",-21.0634315333585,129.018589081415,11.0448424519439
"11",-57.4818505136532,130.38464340856,31.0972071050931
"12",-31.7405155016501,132.361835620351,17.3786798812987
"13",-25.4977183397736,134.339027832143,6.15869050763092
"14",-35.2209348015702,135.108357729297,26.1125770722728
"15",-3.02747801177543,135.877687626452,8.14979038532329
"16",-8.29905418525078,135.945405997676,7.35364818757489
"17",-5.73728881319017,136.0131243689,-5.27583555570945
"18",32.3366341296942,137.209320297481,-20.545954427175
"19",70.243881537013,138.405516226062,-38.6493977630751
"20",68.0494327275685,141.311406001181,-39.3608387287493
"21",17.4383260373817,144.217295776299,-3.65562181368119
"22",-21.0634315333585,148.337064919027,5.7263666143316
"23",-57.4818505136532,152.456834061754,19.0250164518989
"24",-31.7405155016501,156.12565625991,15.6148592417402
"25",-25.4977183397736,159.794478458065,10.7032398817081
"26",-35.2209348015702,161.691434451555,23.5295003500156
"27",-3.02747801177543,163.588390445044,17.4390875667319
"28",-8.29905418525078,164.601673192288,6.69738099296282
"29",-5.73728881319017,165.614955939532,12.1223328736578
"30",32.3366341296942,167.228457233176,-21.56509136287
"31",70.243881537013,168.841958526819,-40.0858400638321
"32",68.0494327275685,171.207023262775,-40.2564559903438
"33",17.4383260373817,173.572087998732,-7.01041403611322
"34",-21.0634315333585,176.552637711269,6.51079382208968
"35",-57.4818505136532,179.533187423806,23.9486630898471
"36",-31.7405155016501,182.627766111254,15.1127493903959
"37",-25.4977183397736,185.722344798702,10.7753735410714
"38",-35.2209348015702,187.816317517393,27.4046172841769
"39",-3.02747801177543,189.910290236084,6.11718777569118
"40",-8.29905418525078,191.131167423307,-1.83211323805639
"41",-5.73728881319017,192.35204461053,-3.61475579733994
"42",32.3366341296942,194.065816612842,-8.40245074253599
"43",70.243881537013,195.779588615153,-36.0234701521664
"44",68.0494327275685,198.781387188149,-24.8308199157176
"45",17.4383260373817,201.783185761145,-10.2215117985265
"46",-21.0634315333585,206.068688304712,5.99474322864663
"47",-57.4818505136532,210.354190848279,19.1276596653743
"48",-31.7405155016501,214.184877683673,11.5556378179768
"49",-25.4977183397736,218.015564519068,3.482153820706
"50",-35.2209348015702,220.126339421712,11.0945953798577
"51",-3.02747801177543,222.237114324357,16.7903636874181
"52",-8.29905418525078,222.937566087235,20.361488098016
"53",-5.73728881319017,223.638017850112,11.099270963078
"54",32.3366341296942,223.792819906663,-13.1294540363569
"55",70.243881537013,223.947621963213,-30.1915035002262
"56",68.0494327275685,223.944274995632,-19.9937077232004
"57",17.4383260373817,223.940928028051,-4.37925406543229
"58",-21.0634315333585,224.594749908819,7.46868162453964
"59",-57.4818505136532,225.248571789587,12.2332787240661
"60",-31.7405155016501,227.021501512322,5.71901398932818
"61",-25.4977183397736,228.794431235057,0.703287104716935
"62",-35.2209348015702,230.553505904556,-7.33257110298547
"63",-3.02747801177543,232.312580574055,5.71489743772082
"64",-8.29905418525078,233.832832018355,1.46622216689607
"65",-5.73728881319017,235.353083462655,4.38420535053535
"66",32.3366341296942,237.704099926798,-6.04073405649189
"67",70.243881537013,240.05511639094,-8.29899792795351
"68",68.0494327275685,243.246548965287,-18.2959816928552
"69",17.4383260373817,246.437981539633,-4.87630757701459
"70",-21.0634315333585,250.103656704049,-0.0402251706909169
"71",-57.4818505136532,253.769331868466,6.71251864518734
"72",-31.7405155016501,258.083606891498,2.65690861015162
"73",-25.4977183397736,262.397881914531,5.09983642524259
"74",-35.2209348015702,266.754513995415,1.46642080615493
"75",-3.02747801177543,271.111146076299,-1.08366806452392
"76",-8.29905418525078,274.838409823356,2.46064436189482
"77",-5.73728881319017,278.565673570413,-2.82838475722247
"78",32.3366341296942,282.086164202862,0.577201667444172
"79",70.243881537013,285.606654835311,8.14946362767643
"80",68.0494327275685,289.351499353568,-10.400932081136
